Lesson ID,CEFR Level,Major Domain,Scenario,English Lesson Title,Vietnamese Lesson Title,Primary Communication Goal,EN Word Target,Actual Bilingual A4 Page Target,Main Character,Secondary Character Rule,Status
1822,B2,Public Life,"asking for help with rules, permission & public places","Sustaining and defending a viewpoint about asking for help with rules, permission & public places","Giao tiếp linh hoạt B2: rules, permission & public places — asking for help with rules, permission & public places","sustain and defend a viewpoint about asking for help with rules, permission & public places; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Ms Emma (or another context-appropriate named Mr/Ms character),PLANNED
1823,B2,Housing,asking for help with renting & moving home,Sustaining and defending a viewpoint about asking for help with renting & moving home,Giao tiếp linh hoạt B2: renting & moving home — asking for help with renting & moving home,sustain and defend a viewpoint about asking for help with renting & moving home; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
1824,B2,Housing,asking for help with utilities & household bills,Sustaining and defending a viewpoint about asking for help with utilities & household bills,Giao tiếp linh hoạt B2: utilities & household bills — asking for help with utilities & household bills,sustain and defend a viewpoint about asking for help with utilities & household bills; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
1825,B2,Public Services,asking for help with government/public services,Sustaining and defending a viewpoint about asking for help with government/public services,Giao tiếp linh hoạt B2: government/public services — asking for help with government/public services,sustain and defend a viewpoint about asking for help with government/public services; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
1826,B2,Culture,asking for help with cultural differences & etiquette,Sustaining and defending a viewpoint about asking for help with cultural differences & etiquette,Giao tiếp linh hoạt B2: cultural differences & etiquette — asking for help with cultural differences & etiquette,sustain and defend a viewpoint about asking for help with cultural differences & etiquette; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
1827,B2,Interaction,asking for help with opinions & preferences,Sustaining and defending a viewpoint about asking for help with opinions & preferences,Giao tiếp linh hoạt B2: opinions & preferences — asking for help with opinions & preferences,sustain and defend a viewpoint about asking for help with opinions & preferences; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
1828,B2,Interaction,"asking for help with plans, decisions & changes","Sustaining and defending a viewpoint about asking for help with plans, decisions & changes","Giao tiếp linh hoạt B2: plans, decisions & changes — asking for help with plans, decisions & changes","sustain and defend a viewpoint about asking for help with plans, decisions & changes; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
1829,B2,Interaction,asking for help with explaining experiences & stories,Sustaining and defending a viewpoint about asking for help with explaining experiences & stories,Giao tiếp linh hoạt B2: explaining experiences & stories — asking for help with explaining experiences & stories,sustain and defend a viewpoint about asking for help with explaining experiences & stories; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
1830,B2,Interaction,asking for help with clarifying & repairing communication,Sustaining and defending a viewpoint about asking for help with clarifying & repairing communication,Giao tiếp linh hoạt B2: clarifying & repairing communication — asking for help with clarifying & repairing communication,sustain and defend a viewpoint about asking for help with clarifying & repairing communication; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
1831,B2,Interaction,asking for help with disagreement & boundaries,Sustaining and defending a viewpoint about asking for help with disagreement & boundaries,Giao tiếp linh hoạt B2: disagreement & boundaries — asking for help with disagreement & boundaries,sustain and defend a viewpoint about asking for help with disagreement & boundaries; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
1832,B2,Interaction,asking for help with negotiation & compromise,Sustaining and defending a viewpoint about asking for help with negotiation & compromise,Giao tiếp linh hoạt B2: negotiation & compromise — asking for help with negotiation & compromise,sustain and defend a viewpoint about asking for help with negotiation & compromise; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
